Car Make,Car Model,Year,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD),Car Age,HP per Liter,Torque to HP Ratio,Price Category,Car Make_encoded,Car Model_encoded,Price Category_encoded
Ford,GT,2021,0.41666666666666663,0.2633315008246289,0.31755196304849886,0.25531914893617025,500000.0,0.034482758620689655,0.49030470914127433,0.4416296107092684,Ultra Luxury,12,86,3
Jaguar,F-Type,2022,0.23809523809523808,0.06322155030236394,0.1703233256351039,0.7659574468085107,62750.0,0.017241379310344827,0.3329639889196676,0.6570925745729242,Entry Level,13,79,0
Lamborghini,Aventador,2021,0.7738095238095237,0.3238042880703683,0.30658198614318705,0.23404255319148937,417826.0,0.034482758620689655,0.21841039846580015,0.2519836063670454,Ultra Luxury,16,34,3
Maserati,GranTurismo,2021,0.5595238095238095,0.15008246289169874,0.22170900692840645,0.6170212765957447,150980.0,0.034482758620689655,0.13361230624152762,0.45809945172646305,High End,19,93,1
Mercedes-Benz,C63 AMG,2021,0.47619047619047616,0.177020340846619,0.2979214780600462,0.42553191489361697,70100.0,0.034482758620689655,0.24667590027700834,0.6956534584738264,Entry Level,23,42,0
Nissan,370Z,2021,0.44047619047619047,0.08301264431006049,0.1558891454965358,0.6808510638297872,30090.0,0.034482758620689655,0.1069851014449352,0.4151331265781334,Entry Level,24,1,0
Porsche,Panamera,2022,0.34523809523809523,0.07916437603078615,0.19110854503464203,0.7446808510638298,88700.0,0.017241379310344827,0.1936192568535677,0.6859108888696378,Mid Range,28,123,2
Audi,TT RS,2021,0.2976190476190476,0.11709730621220453,0.20438799076212472,0.3829787234042553,67600.0,0.034482758620689655,0.3701939058171746,0.5275885092280929,Entry Level,5,162,0
BMW,M4,2022,0.3571428571428571,0.1605277625068719,0.23441108545034642,0.4893617021276595,72800.0,0.017241379310344827,0.3704524469067405,0.47464098089632534,Entry Level,6,107,0
Chevrolet,Corvette Stingray,2021,0.738095238095238,0.16987355689939526,0.2684757505773672,0.21276595744680848,59900.0,0.034482758620689655,0.06549906174604589,0.5942277295216424,Entry Level,9,71,0
Ferrari,F8 Tributo,2021,0.46428571428571425,0.2908191313908741,0.3279445727482679,0.21276595744680848,274280.0,0.034482758620689655,0.4650188223595426,0.39764544705158433,High End,11,82,1
Ford,Mustang Mach 1,2021,0.5952380952380952,0.1643760307861462,0.24249422632794457,0.5319148936170213,52915.0,0.034482758620689655,0.13130193905817175,0.4966098152813737,Entry Level,12,119,0
Lamborghini,Urus,2021,0.47619047619047616,0.25288620120945576,0.36200923787528866,0.3829787234042553,218009.0,0.034482758620689655,0.38047091412742384,0.6327308521861025,High End,16,167,1
Porsche,718 Cayman,2022,0.23809523809523808,0.06542056074766354,0.16166281755196305,0.574468085106383,61000.0,0.017241379310344827,0.3407202216066483,0.5735821016823212,Entry Level,28,13,0
Acura,NSX,2022,0.41666666666666663,0.2155030236393623,0.2748267898383372,0.23404255319148937,159495.0,0.017241379310344827,0.39390581717451534,0.43817535701887433,High End,0,121,1
Aston Martin,Vantage,2022,0.47619047619047616,0.177020340846619,0.2915704387990762,0.36170212765957444,142086.0,0.017241379310344827,0.24667590027700834,0.6667970489170952,Mid Range,4,168,2
Bentley,Continental GT,2021,0.7142857142857142,0.24463991203958219,0.3833718244803695,0.3191489361702128,219800.0,0.034482758620689655,0.16361957525392426,0.7416493851794149,High End,7,68,1
Bugatti,Chiron,2022,0.9523809523809523,0.7251236943375482,0.6812933025404156,0.12765957446808507,3000000.0,0.017241379310344827,0.48614958448753465,0.3800517815885104,Ultra Luxury,8,64,3
Dodge,Challenger SRT Hellcat Redeye,2022,0.738095238095238,0.33864760857614074,0.4081986143187067,0.34042553191489355,74290.0,0.017241379310344827,0.25752837101242065,0.5125451066943679,Entry Level,10,60,0
Jaguar,F-Type,2022,0.3571428571428571,0.10940076965365587,0.19572748267898382,0.6595744680851064,71900.0,0.017241379310344827,0.25023084025854114,0.5191806361057117,Entry Level,13,79,0
Koenigsegg,Jesko,2022,0.5952380952380952,0.7800989554700386,0.6385681293302541,0.14893617021276595,3000000.0,0.017241379310344827,1.0,0.25414711311838944,Ultra Luxury,15,99,3
Lexus,LC 500,2022,0.5952380952380952,0.1594282572842221,0.22979214780600463,0.5531914893617023,92950.0,0.017241379310344827,0.1243213296398892,0.4570380756848903,Mid Range,17,102,2
Maserati,GranTurismo,2022,0.5595238095238095,0.15008246289169874,0.22170900692840645,0.6170212765957447,134300.0,0.017241379310344827,0.13361230624152762,0.45809945172646305,Mid Range,19,93,2
Mazda,MX-5 Miata,2021,0.23809523809523808,0.0,0.0871824480369515,1.0,26830.0,0.034482758620689655,0.10997229916897508,0.4428446428545082,Entry Level,20,114,0
McLaren,GT,2022,0.47619047619047616,0.24134139637163277,0.2684757505773672,0.27659574468085113,213195.0,0.017241379310344827,0.3601108033240997,0.33166920156505786,High End,21,86,1
Mercedes-Benz,SLS AMG,2015,0.738095238095238,0.24244090159428255,0.2702078521939954,0.4042553191489362,221580.0,0.13793103448275862,0.14806540970422657,0.3348513355917392,High End,23,155,1
Pagani,Huayra,2022,0.7142857142857142,0.3205057724024189,0.42609699769053117,0.21276595744680848,2800000.0,0.017241379310344827,0.25281625115420125,0.616645131022567,Ultra Luxury,25,95,3
Porsche,718 Cayman GT4,2022,0.47619047619047616,0.1280923584387026,0.1784064665127021,0.5106382978723405,100550.0,0.017241379310344827,0.16038781163434904,0.32688831421096176,Mid Range,28,14,2
Rimac,Nevera,2022,,0.9527212754260584,0.9792147806004619,0.03191489361702127,2400000.0,0.017241379310344827,,0.5112597130513704,Ultra Luxury,29,122,3
Rolls-Royce,Wraith,2021,0.8095238095238094,0.2435404068169324,0.3493071593533487,0.5531914893617023,330000.0,0.034482758620689655,0.1148769757210363,0.6213725871949972,Ultra Luxury,30,172,3
Tesla,Roadster,2022,,,0.4255196304849884,0.021276595744680826,200000.0,0.017241379310344827,,,High End,34,147,1
Toyota,Supra,2022,0.3571428571428571,0.11050027487630566,0.21247113163972287,0.44680851063829785,43090.0,0.017241379310344827,0.25281625115420125,0.6131908773321729,Entry Level,35,161,0
W Motors,Fenyr Supersport,2022,0.45238095238095233,0.3402968664101155,0.41743648960739027,0.19148936170212771,1700000.0,0.017241379310344827,0.5754483160810615,0.5345461564361264,Ultra Luxury,37,84,3
Porsche,718 Cayman,2022,0.23809523809523808,0.06542056074766354,0.16166281755196305,0.6170212765957447,60500.0,0.017241379310344827,0.3407202216066483,0.5735821016823212,Entry Level,28,13,0
Lamborghini,Aventador,2021,0.7738095238095237,0.3238042880703683,0.30658198614318705,0.23404255319148937,522000.0,0.034482758620689655,0.21841039846580015,0.2519836063670454,Ultra Luxury,16,34,3
Audi,TT RS,2022,0.2976190476190476,0.11709730621220453,0.20438799076212472,0.34042553191489355,67000.0,0.017241379310344827,0.3701939058171746,0.5275885092280929,Entry Level,5,162,0
McLaren,GT,2021,0.47619047619047616,0.23694337548103356,0.2684757505773672,0.27659574468085113,212500.0,0.034482758620689655,0.35235457063711917,0.34460572028790615,High End,21,86,1
BMW,M4,2022,0.3571428571428571,0.177020340846619,0.27655889145496537,0.42553191489361697,75000.0,0.017241379310344827,0.4092336103416436,0.5985909899648215,Entry Level,6,107,0
Mercedes-Benz,SL 63 AMG,2021,0.47619047619047616,0.2319956019791094,0.3833718244803695,0.36170212765957444,155000.0,0.034482758620689655,0.34362880886426594,0.795034706764791,High End,23,153,1
Chevrolet,Camaro ZL1,2021,0.738095238095238,0.25783397471137987,0.37528868360277134,0.36170212765957444,64000.0,0.034482758620689655,0.1655794835135376,0.6615504289976896,Entry Level,9,52,0
Ford,GT,2022,0.41666666666666663,0.2633315008246289,0.31755196304849886,0.21276595744680848,500000.0,0.017241379310344827,0.49030470914127433,0.4416296107092684,Ultra Luxury,12,86,3
Nissan,370Z,2021,0.44047619047619047,0.08301264431006049,0.1558891454965358,0.6170212765957447,31015.0,0.034482758620689655,0.1069851014449352,0.4151331265781334,Entry Level,24,1,0
Aston Martin,DBS Superleggera,2021,0.6190476190476191,0.29356789444749865,0.3833718244803695,0.34042553191489355,304995.0,0.034482758620689655,0.2922437673130195,0.5674304704015259,Ultra Luxury,4,74,3
McLaren,570S,2021,0.45238095238095233,0.20945574491478836,0.2557736720554272,0.297872340425532,192500.0,0.034482758620689655,0.3325557661466686,0.3821492470440727,High End,21,8,1
Porsche,Panamera Turbo S E-Hybrid,2021,0.47619047619047616,0.279824079164376,0.37066974595842955,0.297872340425532,190000.0,0.034482758620689655,0.4279778393351801,0.569757391799044,High End,28,127,1
Lamborghini,Urus,2021,0.47619047619047616,0.25288620120945576,0.36200923787528866,0.3829787234042553,222000.0,0.034482758620689655,0.38047091412742384,0.6327308521861025,High End,16,167,1
Audi,RS7,2021,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,115000.0,0.034482758620689655,0.33199445983379505,0.6593177303348631,Mid Range,5,145,2
BMW,M2,2022,0.3571428571428571,0.12314458493677845,0.23441108545034642,0.5106382978723405,59000.0,0.017241379310344827,0.2825484764542937,0.664808515194555,Entry Level,6,104,0
Porsche,Cayman GT4,2022,0.47619047619047616,0.1280923584387026,0.1784064665127021,0.5106382978723405,102100.0,0.017241379310344827,0.16038781163434904,0.32688831421096176,Mid Range,28,54,2
Lamborghini,Aventador,2021,0.7738095238095237,0.30181418361737217,0.2938799076212471,0.23404255319148937,417826.0,0.034482758620689655,0.1945450671212444,0.26207781933954377,Ultra Luxury,16,34,3
Aston Martin,DBS Superleggera,2021,0.6190476190476191,0.29356789444749865,0.3833718244803695,0.297872340425532,304995.0,0.034482758620689655,0.2922437673130195,0.5674304704015259,Ultra Luxury,4,74,3
Bentley,Continental GT,2021,0.7142857142857142,0.24463991203958219,0.3833718244803695,0.3829787234042553,220300.0,0.034482758620689655,0.16361957525392426,0.7416493851794149,High End,7,68,1
Audi,RS7,2022,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,114000.0,0.017241379310344827,0.33199445983379505,0.6593177303348631,Mid Range,5,145,2
Mercedes-Benz,SLS AMG,2021,0.738095238095238,0.24244090159428255,0.2702078521939954,0.4042553191489362,239100.0,0.034482758620689655,0.14806540970422657,0.3348513355917392,High End,23,155,1
McLaren,570S,2021,0.45238095238095233,0.20945574491478836,0.2557736720554272,0.27659574468085113,192500.0,0.034482758620689655,0.3325557661466686,0.3821492470440727,High End,21,8,1
Chevrolet,Camaro ZL1,2021,0.738095238095238,0.25783397471137987,0.37528868360277134,0.36170212765957444,62500.0,0.034482758620689655,0.1655794835135376,0.6615504289976896,Entry Level,9,52,0
Dodge,Challenger SRT Hellcat,2021,0.738095238095238,0.29466739967014843,0.3787528868360277,0.36170212765957444,65290.0,0.034482758620689655,0.2074881601286748,0.5492895928839349,Entry Level,10,59,0
Ferrari,Portofino,2021,0.46428571428571425,0.22594832325453545,0.3233256351039261,0.36170212765957444,219750.0,0.034482758620689655,0.3476809432488104,0.5902247582014449,High End,11,128,1
Porsche,Panamera Turbo S,2022,0.47619047619047616,0.24134139637163277,0.348729792147806,0.23404255319148937,187700.0,0.017241379310344827,0.3601108033240997,0.6274981732627082,High End,28,126,1
Lamborghini,Urus,2021,0.47619047619047616,0.25288620120945576,0.36200923787528866,0.3829787234042553,222004.0,0.034482758620689655,0.38047091412742384,0.6327308521861025,High End,16,167,1
Mercedes-Benz,AMG C63,2021,0.47619047619047616,0.15832875206157226,0.27655889145496537,0.42553191489361697,71350.0,0.034482758620689655,0.21371191135734072,0.6896852884802168,Entry Level,23,26,0
Aston Martin,Vantage,2021,0.47619047619047616,0.177020340846619,0.2915704387990762,0.3829787234042553,146000.0,0.034482758620689655,0.24667590027700834,0.6667970489170952,Mid Range,4,168,2
Porsche,Cayman,2022,0.2976190476190476,0.1011544804837823,0.1784064665127021,0.574468085106383,68900.0,0.017241379310344827,0.32520775623268705,0.45910277161437574,Entry Level,28,53,0
Lamborghini,Aventador,2021,0.7738095238095237,0.30181418361737217,0.29272517321016167,0.21276595744680848,517770.0,0.034482758620689655,0.1945450671212444,0.25846268260055605,Ultra Luxury,16,34,3
Ferrari,F8 Tributo,2022,0.46428571428571425,0.2908191313908741,0.3279445727482679,0.23404255319148937,276550.0,0.017241379310344827,0.4650188223595426,0.39764544705158433,High End,11,82,1
BMW,Z4 M40i,2022,0.3571428571428571,0.11050027487630566,0.21304849884526558,0.44680851063829785,63700.0,0.017241379310344827,0.25281625115420125,0.616645131022567,Entry Level,6,173,0
Chevrolet,Camaro SS,2022,0.738095238095238,0.15063221550302364,0.26270207852193994,0.4893617021276595,44000.0,0.017241379310344827,0.04360646948440708,0.6615504289976896,Entry Level,9,49,0
Ford,Mustang Mach 1,2021,0.5952380952380952,0.1643760307861462,0.24249422632794457,0.46808510638297873,51720.0,0.034482758620689655,0.13130193905817175,0.4966098152813737,Entry Level,12,119,0
Nissan,370Z Nismo,2021,0.44047619047619047,0.09290819131390875,0.15935334872979215,0.6595744680851064,45790.0,0.034482758620689655,0.12585161338623943,0.38256516236894955,Entry Level,24,3,0
Porsche,Panamera,2022,0.34523809523809523,0.07916437603078615,0.19110854503464203,0.7659574468085107,88550.0,0.017241379310344827,0.1936192568535677,0.6859108888696378,Mid Range,28,123,2
Lamborghini,Urus,2021,0.47619047619047616,0.25288620120945576,0.36200923787528866,0.36170212765957444,218009.0,0.034482758620689655,0.38047091412742384,0.6327308521861025,High End,16,167,1
Ferrari,Roma,2021,0.46428571428571425,0.23694337548103356,0.32390300230946883,0.3191489361702128,222620.0,0.034482758620689655,0.3675687193692735,0.551590019853479,High End,11,148,1
Audi,RS 3,2022,0.2976190476190476,0.12094557449147884,0.21304849884526558,0.3829787234042553,56200.0,0.017241379310344827,0.3810526315789474,0.5562516830840315,Entry Level,5,133,0
McLaren,GT,2021,0.47619047619047616,0.23694337548103356,0.2684757505773672,0.297872340425532,200000.0,0.034482758620689655,0.35235457063711917,0.34460572028790615,High End,21,86,1
BMW,M2 CS,2022,0.3571428571428571,0.1445849367784497,0.23441108545034642,0.42553191489361697,84595.0,0.017241379310344827,0.3329639889196676,0.5486181169036354,Mid Range,6,105,2
Mercedes-Benz,AMG C63,2021,0.47619047619047616,0.177020340846619,0.2979214780600462,0.42553191489361697,77500.0,0.034482758620689655,0.24667590027700834,0.6956534584738264,Mid Range,23,26,2
Acura,NSX,2021,0.41666666666666663,0.2155030236393623,0.2748267898383372,0.19148936170212771,157500.0,0.034482758620689655,0.39390581717451534,0.43817535701887433,High End,0,121,1
Aston Martin,DB11,2022,0.47619047619047616,0.177020340846619,0.29618937644341803,0.4042553191489362,204100.0,0.017241379310344827,0.24667590027700834,0.6877835285947179,High End,4,73,1
Bentley,Continental GT,2021,0.7142857142857142,0.24463991203958219,0.3833718244803695,0.34042553191489355,220300.0,0.034482758620689655,0.16361957525392426,0.7416493851794149,High End,7,68,1
Dodge,Viper,2017,1.0,0.25508521165475534,0.3464203233256351,0.3191489361702128,120000.0,0.10344827586206896,0.05678670360110796,0.5694905515746295,Mid Range,10,169,2
Jaguar,F-Type,2022,0.3571428571428571,0.10940076965365587,0.19572748267898382,0.6595744680851064,69900.0,0.017241379310344827,0.25023084025854114,0.5191806361057117,Entry Level,13,79,0
